,小区名称,小区平均房价
886,商城西村,23055.6
887,商贸公寓,16539.0
888,啤酒城宿舍,20496.0
889,嘉丰万悦城,21427.70588235294
890,嘉利公寓,28113.0
891,嘉利花园,22464.0
892,嘉华公寓,30808.0
893,嘉南公寓小高层,68047.14285714286
894,嘉南公寓影池居,74273.0
895,嘉南公寓瀑水居,79055.0
896,嘉南公寓青藤居,77961.75
897,嘉和银领时代,23477.727272727272
898,嘉宸天誉名轩,90121.0
899,嘉富广场,15711.333333333334
900,嘉汇大厦,38604.5
901,嘉泰馨庭,54733.833333333336
902,嘉绿北苑,58406.42857142857
903,嘉绿名苑,59334.0
904,嘉绿文苑,61578.0
905,嘉绿景苑东园,44383.6
906,嘉绿景苑南园,52259.0
907,嘉绿景苑西园,45212.5
908,嘉绿福苑,53524.0
909,嘉绿西苑,56685.294117647056
910,嘉绿青苑,55940.333333333336
911,嘉里云荷廷,64595.41176470588
912,嘉里桦枫居北区,33382.88888888889
913,嘉里桦枫居南区,36974.0
914,四季名门城市公寓,23657.75
915,四季广场,18188.25
916,四季花城月季园,38167.0
917,四季风景苑,29547.653846153848
918,四宜亭50号,66077.0
919,四条巷,67551.0
920,四牌楼,42065.0
921,四维金座,12795.0
922,回澜北园,33287.75
923,回澜南园,29698.615384615383
924,回龙公寓,15365.0
925,回龙庙前小区,38257.0
926,固陵路,35152.4
927,国信嘉园,53388.3
928,国瑞中心,19802.862068965518
929,国都公寓,60732.42857142857
930,国际花园,37991.0
931,圆乡名筑,36597.8
932,圆梦园,27345.5
933,圆梦园锦江南苑,28503.0
934,圣塘河新村二区,19236.0
935,圣奥领寓,37228.0
936,圣苑小区,96396.875
937,圣都公寓,40253.25
938,在水一方公寓,59690.0
939,地铁万科杭行道,43892.0
940,地铁东城广场,17090.0
941,坤和和家园,53450.43103448276
942,坤和求是里,57690.5
943,坤和西溪里,76232.72222222222
944,坤和西溪里璞园,66432.0
945,城东社区,18723.0
946,城中府,20943.941176470587
947,城中花园(临安),14160.611111111111
948,城中花园(萧山),32656.0
949,城中苑,15862.0
950,城中街374号,14461.0
951,城佳公寓,19441.5
952,城北商贸园,31236.28
953,城北新村,31525.25
954,城南家园,44197.0
955,城发云锦城,29621.612903225807
956,城品华庭,37051.0
957,城市心境,49362.333333333336
958,城建,19706.0
959,城建公寓,32154.0
960,城桥路19号,26057.166666666668
961,城桥路81号,30263.0
962,城站路小区,40966.0
963,城西社区,20885.0
964,城西路,22074.0
965,城隍牌楼巷,45420.0
966,塘南茗苑,14791.0
967,塘栖一小区,16728.714285714286
968,塘栖嘉园,16950.0
969,塘栖栖里东苑,17892.666666666668
970,塘河北村,36421.444444444445
971,塘河南村,33503.666666666664
972,塘河新村,35382.4
973,塘河科技公寓,38020.0
974,墅林苑,51373.8
975,墩莳家园,33594.0
976,复兴东苑,44598.71428571428
977,复兴北苑,42334.63636363636
978,复兴南苑,43616.82352941176
979,复兴城市家园,41308.0
980,复兴弄,23123.0
981,复地上城,42274.90476190476
982,复地壹中心,22053.571428571428
983,复地连城国际,26948.883116883117
984,复地黄龙和山,53404.0
985,复城国际,25479.53846153846
986,复泰雅宸华庭,13952.0
987,夕照新村,54921.458333333336
988,外东山弄,77837.77777777778
989,外经委宿舍,12772.0
990,多蓝水岸听涛苑,26138.2
991,多蓝水岸碧海苑,25206.238095238095
992,多蓝水岸蓝波苑,24362.0
993,多蓝水岸银沙苑,26626.466666666667
994,大世界五金城,15649.0
995,大业江东府,25806.0
996,大关东一苑,36124.57142857143
997,大关东七苑,34942.0
998,大关东三苑,35379.875
999,大关东九苑,35601.0
1000,大关东二苑,34816.77777777778
1001,大关东五苑,34603.333333333336
1002,大关东八苑,36306.2
1003,大关东六苑,34140.666666666664
1004,大关东四苑,35977.6
1005,大关南一苑,38011.666666666664
1006,大关南七苑,36409.666666666664
1007,大关南三苑,35624.0
1008,大关南九苑,34216.333333333336
1009,大关南五苑,36032.25
1010,大关南八苑,35790.333333333336
1011,大关南六苑,34892.25
1012,大关南四苑,33887.5
1013,大关西七苑,36520.5
1014,大关西三苑,37448.0
1015,大关西五苑,36092.0
1016,大关西八苑,35038.0
1017,大关西六苑,35503.36363636364
1018,大关西四苑,35393.166666666664
1019,大华春山明月,62682.4
1020,大华海派风景,40293.846153846156
1021,大华海派风范,52544.333333333336
1022,大华玲珑苑,11974.0
1023,大华西溪风情,48348.666666666664
1024,大华西溪风情新天地,39101.0
1025,大华西溪风情澄品,65463.857142857145
1026,大同公寓,45863.0
1027,大园新城,20704.878787878788
1028,大园新城南区,22103.105263157893
1029,大塘新村,42921.230769230766
1030,大学路108号,40441.0
1031,大学路110号,33835.0
1032,大学路新村,41164.2962962963
1033,大家·锦悦栖溪轩,21634.0
1034,大家之江悦,66119.2
1035,大家多立方,35850.71428571428
1036,大家小墅,32141.916666666668
1037,大家悦墅,32384.666666666668
1038,大家绿城金麟府,82472.66666666667
1039,大家运河之星,39339.916666666664
1040,大家金鼎府,32474.75
1041,大成名座,18286.0
1042,大有清竹蓝庭,26603.2
1043,大江东宝龙广场,24845.714285714286
1044,大浒东苑,40286.90909090909
1045,大浒西苑,41915.0
1046,大王庙巷小区,47250.0
1047,大营盘,41200.0
1048,大运宸府,110541.0
1049,大都尚澜,16177.5
1050,大马弄,36707.0
1051,天元公寓,20186.0
1052,天创园,15606.05357142857
1053,天发公寓,11042.0
1054,天园阁,35325.5
1055,天地墅园,24560.0
1056,天城府,46819.5
1057,天城府天著,41563.0
1058,天城铭园,35612.0
1059,天域开元云澜里,27459.0
1060,天堂园汽轮宿舍,31489.0
1061,天堂园轴承宿舍,31426.0
1062,天安假日公寓,44995.0
1063,天官路15号,32774.75
1064,天富花苑,26919.333333333332
1065,天寓,49960.666666666664
1066,天巢花苑,61160.0
1067,天工商厦,16563.5
1068,天平村,14600.0
1069,天庐苑,33778.6
1070,天府家园,20576.333333333332
1071,天成嘉苑,40385.818181818184
1072,天时苑(富阳),19419.444444444445
1073,天时苑(拱墅),46347.0
1074,天林广场,17114.5
1075,天汇园,17338.6
1076,天江苑,11343.0
1077,天河西苑,55874.75
1078,天海阳光地带,23260.666666666668
1079,天润商业中心,22971.0
1080,天湖公寓,48741.5
1081,天璞御园,83065.75
1082,天盛居,51602.0
1083,天目家园,7590.0
1084,天目山路,73598.66666666667
1085,天福花园,59002.166666666664
1086,天苑花园,35817.7
1087,天虹公寓,33017.0
1088,天赐苑,40707.166666666664
1089,天运花园,47017.25
1090,天都花园,19403.090909090908
1091,天阳上河,59863.166666666664
1092,天阳九筑,38443.875
1093,天阳云筑,38767.782608695656
1094,天阳凤起,90821.66666666667
1095,天阳尚城国际一期,46750.25
1096,天阳尚城国际二期,46937.0
1097,天阳尚景国际,80916.85714285714
1098,天阳尚景国际二期,79721.0
1099,天阳文晖,51417.0
1100,天阳明朗,37238.57142857143
1101,天阳晴朗,42233.5
1102,天阳棕榈湾一期,26530.6
1103,天阳棕榈湾二期,25228.67391304348
1104,天阳棕榈湾金水岸,26717.5
1105,天阳武林邸,95448.5
1106,天阳美林湾,46637.35294117647
1107,天阳蓝光蔚蓝,26678.44230769231
1108,天阳融信东寰名邸,36871.0
1109,天阳观筑,36170.333333333336
1110,天阳购物广场,17221.333333333332
1111,天鸿君邑,33657.72222222222
1112,天鸿香榭里,48499.57142857143
1113,太古广场,13035.0
1114,太平家园,20292.666666666668
1115,太平巷16号,60762.0
1116,太平巷33-34号,65890.0
1117,太平桥社区,19782.0
1118,太阳国际公寓,47401.15909090909
1119,太阳城花园,16299.70588235294
1120,头格江景家园一区,29970.0
1121,头格江景家园二区,27100.0
1122,奇景家苑,27984.4
1123,奎垣巷,47807.0
1124,奥克斯时代未来之城,49776.26666666667
1125,奥克斯缔逸城,33670.63636363636
1126,奥兰多小镇,28597.333333333332
1127,奥莱金街,34532.0
1128,好望角公寓,36639.333333333336
1129,如意云庭,21395.6
1130,如意公寓,16976.5
1131,如意里,90321.0
1132,姚园寺巷,42293.0
1133,姚家潭公寓,28635.333333333332
1134,威尼斯水城,28428.80769230769
1135,娄村浜,14223.0
1136,娑婆新村,37145.5
1137,婺江家园二园,59942.2
1138,孝友里,39546.333333333336
1139,学士桥小区,26674.75
1140,学工弄,18758.0
1141,学成府,30833.666666666668
1142,学苑春晓,55287.25
1143,学院路212号,72722.0
1144,学院路59号,38919.0
1145,学院路99号,51222.0
1146,孩儿巷,57041.5
1147,宁安大厦,16281.0
1148,宁泰家园,28850.5
1149,安吉路,72709.0
1150,安盛家园,25610.0
1151,安阁弄116/118/120号,14248.0
1152,安阁弄59号,14471.0
1153,宋浇造巷,75844.5
1154,宋都东郡之星,30085.956521739132
1155,宋都东郡国际嘉湾,33901.818181818184
1156,宋都东郡国际朗湾,30843.1
1157,宋都东郡国际锦湾,31238.4
1158,宋都丽郡国际,24712.526315789473
1159,宋都凯旋苑,57159.63636363636
1160,宋都时间名座,19697.0
1161,宋都时间国际,18699.0
1162,宋都晨光国际,33431.18032786885
1163,宋都江宸府,25760.61111111111
1164,宋都相贤府,24835.0
1165,宋都阳光国际,43913.875
1166,宋都香悦郡,40310.083333333336
1167,宋都麓宸府,25324.0
1168,宏农里28-30号,73514.0
1169,宏景园,17201.8
1170,宏河嘉园,16523.14285714286
1171,宗坛巷,39683.0
1172,官河公寓,32139.75
1173,定安东苑,65073.0
1174,定安苑,59358.166666666664
1175,定海西园,39816.88888888889
1176,宜家时代,17985.166666666668
1177,宝亿御景园,15319.888888888889
1178,宝善公寓,51283.5
1179,宝嘉誉峰,59443.0
1180,宝嘉誉府,52989.4
1181,宝林公寓,25725.333333333332
1182,宝林西路,28200.666666666668
1183,宝盛世纪中心,28129.0
1184,宝石山下二弄,72559.0
1185,宝龙云滨湾,44002.769230769234
1186,宝龙城市广场,19363.02298850575
1187,宝龙旭辉城,27913.166666666668
1188,家和苑,15075.0
1189,家景园,26542.8
1190,容大五环城市花园,20698.11111111111
1191,密渡桥路2号,41973.0
1192,富丽花园(萧山),24506.333333333332
1193,富丽苑,47180.0
1194,富力十号一期,63278.5
1195,富力十号院,55393.8
1196,富力天贸广场,21596.0
1197,富力新线公园,66431.16666666667
1198,富力西溪悦墅,88074.0
1199,富力西溪悦居,61307.76470588235
1200,富力西溪悦居溪区,61486.1
1201,富康公寓,11526.5
1202,富星苑,57220.0
1203,富春印象金座,23653.375
1204,富春如意花园,20878.0
1205,富春山居,51137.34482758621
1206,富春新天地,26257.444444444445
1207,富春水岸,15247.4
1208,富春江南,18141.0
1209,富春江花苑,40070.0
1210,富春港,11261.0
1211,富春玫瑰园,46991.545454545456
1212,富春硅谷,20537.14285714286
1213,富春红郡,23653.666666666668
1214,富春运河赋,22320.14285714286
1215,富盛公寓,12226.0
1216,富越香溪,73524.5
1217,富越香郡,70736.11111111111
1218,富越香郡盈座,18978.5
1219,富邦星座,23285.0
1220,富阳宝龙城市广场,20902.55
1221,富阳春秋社区,21688.85714285714
1222,富阳财富中心,16813.0
1223,寰宇天下,73077.50943396226
1224,将军殿弄,20114.75
1225,小和山林野山居,34385.0
1226,小城之春花苑,34628.6
1227,小庙巷16号,41865.0
1228,小河下小区,43427.75
1229,小河东村,45511.5
1230,小河东河下,83154.0
1231,小河佳苑,39307.0
1232,小河路,65827.2
1233,小王子路243-255号,11325.0
1234,小米巷,44575.0
1235,小营民居,51346.0
1236,尚城国际,24099.0
1237,尚城墅,50134.0
1238,尚美名府,28006.2
1239,尹家坝路西,25187.0
1240,居安坊,43961.5
1241,屏风苑小区,53512.5
1242,山北新苑,29673.833333333332
1243,山南人家,47634.333333333336
1244,山川公寓,26394.666666666668
1245,山水人家彩云天,51929.0
1246,山水人家清水湾,52391.0
1247,山水人家潇湘居,45663.0
1248,山水人家白沙岛,49630.0
1249,山水人家美林泉,52203.666666666664
1250,山水人家诗家谷,54676.0
1251,山水人家香溪地,45194.0
1252,山水国际,35799.0
1253,山水如画,25980.375
1254,山水御园,24634.5
1255,山水悦府,28815.5
1256,山水水印林语,24834.0
1257,山水美庐,38341.0
1258,山水诚庐,31665.2
1259,山河花园,31529.0
1260,山涧苑,37459.0
1261,山西园,29972.75
1262,山阴小区,28013.333333333332
1263,岸上蓝山,29422.375
1264,峙山北路住宅区,17600.333333333332
1265,峰华花苑,18169.6
1266,峰华雅苑,19553.333333333332
1267,崇化住宅区,27860.333333333332
1268,崇庆里,34467.833333333336
1269,崇文公寓,112908.1
1270,崇盛里,37794.5
1271,工人新村,38454.75
1272,左岸花园,36811.5
1273,左邻右舍,34148.71428571428
1274,市北公寓,25690.5
1275,布店弄,59912.0
1276,师苑新村,84478.72727272728
1277,帝凯大厦,23492.166666666668
1278,帝凯帝景园,22254.7
1279,平凡里公寓,42898.0
1280,平和家园北区,7407.0
1281,平和家园南区,9093.0
1282,平安居,54808.0
1283,平安里,40340.0
1284,平安雅苑,30137.0
1285,平山新村,16676.0
1286,平海公寓,93304.0
1287,平瑞瑞和园,32992.833333333336
1288,幸福人家,51410.57142857143
1289,幸福家园,18363.25
1290,广仁小区,24850.0
1291,广元公寓,22768.0
1292,广兴新村,44986.625
1293,广利佳苑,36690.0
1294,广厦天都城天星苑,24894.85
1295,广厦天都城天月苑,20739.23076923077
1296,广厦天都城天水苑,22214.2
1297,广厦天都城天河苑,22794.772727272728
1298,广厦天都城天泉苑,19073.809523809523
1299,广厦天都城天湖苑,18385.714285714286
1300,广厦天都城天漾,26394.333333333332
1301,广厦天都城天澜,21135.777777777777
1302,广厦天都城天熙公馆,22677.853658536584
1303,广厦天都城天风苑,19413.08695652174
1304,广厦天都城温莎苑,25132.714285714286
1305,广厦天都城爱尚公寓,26519.285714285714
1306,广厦天都城爵士花园,23361.81818181818
1307,广厦天都城紫韵公寓,23535.30769230769
1308,广厦天都城蓝调公寓,25049.727272727272
1309,广厦西湖时代广场,112798.5
1310,广和公寓,34299.5
1311,广和美地兰庭,19187.272727272728
1312,广场花园,18109.076923076922
1313,广大景和园,21460.5
1314,广大融城印象,33489.0
1315,广宁小区,27628.85714285714
1316,广宇万科公园里,37434.0
1317,广宇上东名筑,35357.25
1318,广宇上东臻品,35938.61538461538
1319,广宇上东领地,35160.875
1320,广宇东承府,40060.09090909091
1321,广宇公寓,15739.5
1322,广宇河滨公寓,55839.0
1323,广宇西城年华,77887.64285714286
1324,广宇西城美墅,90800.0
1325,广宇锦绣桃源,39401.2
1326,广宇鼎悦府,34689.4
1327,广德小区,33034.142857142855
1328,广悦公寓,27445.0
1329,广景苑,46556.0
1330,广泽小区,24384.25
1331,广济公寓,17097.0
1332,广浦公寓,20755.0
1333,广福路小区,63428.0
1334,广茵大厦,19368.0
1335,广都嘉园,18580.333333333332
1336,庆丰公寓,54319.0
1337,庆丰新村,55271.142857142855
1338,庆晖公寓,42594.5
1339,庆隆苑,39520.2
1340,庆隆路3号,43270.0
1341,庙山新村,25277.0
1342,府新花园东区,54650.4
1343,府新花园西区,57123.666666666664
1344,府景公寓,22329.0
1345,府苑新村,54386.5
1346,庭院深深,28598.594594594593
1347,康乐新村,41482.17857142857
1348,康乐香港城,39824.0
1349,康宁和府,16303.0
1350,康宁苑,14062.5
1351,康家公寓,19872.666666666668
1352,康庭和苑,16458.0
1353,康恒悦麒美寓,48628.57142857143
1354,康新花园,32532.2
1355,康都紫轩,105366.0
1356,康馨苑,28852.5
1357,延龄苑,56209.0
1358,建国公寓,45649.5
1359,建国南苑,40162.2
1360,建塘家苑,32184.0
1361,建工新村,79373.66666666667
1362,建德村,36228.0
1363,建电新村,57453.5
1364,开元加州阳光小区,26525.133333333335
1365,开元名郡,30170.25
1366,开元名都,25430.0
1367,开元广场,35838.5
1368,张官弄,33315.0
1369,弥陀寺路,74876.33333333333
1370,彩云苑,18729.4
1371,彩虹城,55265.22222222222
1372,彩虹豪庭,82810.09090909091
1373,彩虹路,24506.5
1374,彩霞岭,38332.5
1375,影业路,42326.0
1376,径都荷塘花苑,13157.0
1377,径香苑,35092.666666666664
1378,徐家河公寓,23719.0
1379,得力名望府,28782.75
1380,得力名门世家,65200.0
1381,得力新和人家,22521.166666666668
1382,御城御园,14973.0
1383,御城涵园,16493.115384615383
1384,御城熙园,15441.333333333334
1385,御景城,27780.833333333332
1386,御清城,26779.0
1387,御湖公馆,19118.5
1388,御跸苑,49080.333333333336
1389,德信东望,57995.42857142857
1390,德信中外公寓,41825.13333333333
1391,德信九溪云庄,80617.0
1392,德信北海公园,57736.666666666664
1393,德信君宸,48919.78571428572
1394,德信大家钱江府,59894.5
1395,德信大江壹号,23024.0
1396,德信大江源著,27242.263157894737
1397,德信早城,41191.48148148148
1398,德信早安,34287.333333333336
1399,德信时代之心,49083.63157894737
1400,德信晓宸,55371.142857142855
1401,德信泊林春天,36310.333333333336
1402,德信浙旅东宸,58140.0
1403,德信浙旅天空之翼,25284.0
1404,德信碧桂园印江南,29894.0
1405,德信臻园,80748.25
1406,德信金泊林公寓,34630.0
1407,德信银树湾,69231.0
1408,德嘉金沙阳光,29141.962962962964
1409,德圣博奥城,46615.8
1410,德意中兴广场,19253.0
1411,德意义和苑,19196.0
1412,德意空港国际,22275.0
1413,德慧公寓,20063.0
1414,德欣城市嘉园,45548.0
1415,德泽家园,29813.0
1416,德胜东村,33166.65
1417,德胜新村,36011.65714285714
1418,德胜新村南,36441.0
1419,德邻公寓,22975.8
1420,德雅汇丰,14100.0
1421,德雅花园,57725.28571428572
1422,德雅金座,9235.0
1423,心怡花园,23336.75
1424,心意广场,28221.0
1425,忆江南,14844.35
1426,志成广场御江月,30107.0
1427,思安坊,46988.0
1428,怡佳公寓,30610.333333333332
1429,怡和公寓,28972.0
1430,怡和苑,49997.0
1431,怡情风景苑,14810.5
1432,怡景公寓,28768.666666666668
1433,怡景花城,41516.0
1434,怡景花城鸣翠苑,32193.5
1435,怡静坊,45083.0
1436,恒丰坊,51497.6
1437,恒升花苑,93959.0
1438,恒厚阳光城,44077.0
1439,恒基旭辉府,28006.0
1440,恒大帝景,33219.87096774193
1441,恒大水晶国际广场,56432.5
1442,恒安名座,16917.5
1443,恒晟云中绿园,16041.0
1444,恒晟左邻右里,14248.642857142857
1445,恒晟逸家,17144.666666666668
1446,恒泰御庭园,29304.5
1447,恒瑞名座,17466.375
1448,恒盛锦园,11162.333333333334
1449,恒祺克拉天玺,26128.333333333332
1450,恒福嘉城,20573.260869565216
1451,恒腾悦湖花苑,31260.0
1452,恒逸南岸明珠,16601.0
1453,恒逸金榈湾,21984.666666666668
1454,恒锦苑,12938.0
1455,恒鼎博邑郡,31173.51219512195
1456,恩波社区,22607.333333333332
1457,恩济花苑,55045.5
1458,悦泽公寓,21198.0
1459,惠民苑小区,47498.0
1460,惠羽家园,12907.0
1461,惠都家园,22310.5
1462,意法轻纺城,23670.0
1463,慧仁家园南区,36778.0
1464,憬天国际名座,13743.0
1465,成龙官山邸,14193.947368421053
1466,所巷,45047.5
1467,打铁关外聘楼,35052.0
1468,打铁关新村,42213.75
1469,打铁关路,37143.5
1470,招商越秀公园1872,59931.0
1471,招商远洋春秋华庭,62435.0
1472,招商雍华府,44207.333333333336
1473,拱宸新苑,41781.2
1474,拱苑小区,42985.5
1475,拾排里125号,38582.6
1476,拾排里126号,36304.25
1477,振兴小区,13783.0
1478,振华路7号,41989.0
1479,摩卡商务馆,13825.0
1480,政新花园,74182.33333333333
1481,政苑小区,64726.653846153844
1482,教工宿舍,35208.0
1483,教工路131号,100608.5
1484,文一路109号,69596.0
1485,文一路57号,79530.0
1486,文一路91号,85127.0
1487,文三新村,92440.4
1488,文三西路156号,50381.0
1489,文三路55号,98533.0
1490,文二新村,108813.5
1491,文二路166号,85973.0
1492,文二路21号,91733.66666666667
1493,文二路44号,76528.0
1494,文二路46号,79443.0
1495,文二路48号,81297.0
1496,文二路57号,94670.0
1497,文二路58号,64189.0
1498,文二路60号,80116.0
1499,文二路66号,75065.33333333333
1500,文二路68号,87557.0
1501,文亭公寓,78047.33333333333
1502,文化路237号,17311.0
1503,文华苑,55624.0
1504,文华苑人才公寓,21482.0
1505,文和公寓,15308.0
1506,文园公寓,17249.0
1507,文居学府,25786.30769230769
1508,文教西苑,20877.0
1509,文晖苑,39323.0
1510,文晖路106号,43235.0
1511,文晖铭园,40645.0
1512,文溪鼎园,71771.16666666667
1513,文澜苑,11815.666666666666
1514,文澜雅苑,24738.714285714286
1515,文苑小区,48975.5
1516,文苑风情,31894.88
1517,文菁花苑,42794.0
1518,新世界柏丽轩,13622.0
1519,新世纪公寓,13825.0
1520,新世纪花苑,33662.0
1521,新中宇维萨,54609.2
1522,新丰小区,20878.75
1523,新义名苑,22478.3
1524,新元金沙家园,33587.818181818184
1525,新华园,90918.33333333333
1526,新华坊社区,42075.61538461538
1527,新华路小区,42459.0
1528,新南湖绿苑,23158.0
1529,新城丽景,6998.0
1530,新城国际和园,99978.5
1531,新城国际彩园,91021.5
1532,新城坊,44789.0
1533,新城山语院,27611.090909090908
1534,新城峯璟,79833.27272727272
1535,新城时代广场,20577.0
1536,新城璟隽公馆,28875.25
1537,新城红郡,33465.12
1538,新城花苑,23144.833333333332
1539,新城西溪逸境,64143.0
1540,新城都市丽景南苑,23489.75
1541,新城金镶玉,77034.75
1542,新城香悦公馆,58551.0
1543,新城香悦半岛,31466.153846153848
1544,新城龙湖湾上风华,29861.9
1545,新大地,18068.2
1546,新天地G193广场,17817.0
1547,新天地世嘉新座,34723.375
1548,新天地中心,39271.0
1549,新天地购物中心,26055.0
1550,新天地金色时光,42597.666666666664
1551,新安嘉苑,46459.0
1552,新安园,31432.571428571428
1553,新安天苑,55343.5
1554,新安铭苑,37207.0
1555,新山水御园,35458.0
1556,新州花苑,54376.857142857145
1557,新工新村,61765.9
1558,新希望滨江锦粼府,39232.666666666664
1559,新德雅公寓,48781.0
1560,新惠名苑,28496.2
1561,新时代城市家园,29570.7
1562,新明半岛,33107.34782608696
1563,新星小区,33423.73684210526
1564,新曙光公寓,19472.0
1565,新月花园,22089.5
1566,新桃源东区,25049.0
1567,新桥公寓,24566.0
1568,新桥园,28412.166666666668
1569,新江花园,30666.923076923078
1570,新沁家园,28760.0
1571,新沙家园,30301.875
1572,新河坝,41758.0
1573,新浦苑,36591.0
1574,新港城,20839.285714285714
1575,新湖果岭,48014.68965517241
1576,新湖武林国际公寓,90617.0
1577,新湖菲林山,66944.76923076923
1578,新湖香格里拉,81577.0
1579,新湾商贸中心,14141.666666666666
1580,新湾商贸城,13880.0
1581,新白马公寓,36095.38888888889
1582,新窑路,17473.0
1583,新窑路352号,19895.0
1584,新绿园,108756.33333333333
1585,新苑公寓,22369.5
1586,新街社区,25633.0
1587,新西湖小镇,26976.470588235294
1588,新西湖花园,48328.4
1589,新誉公寓,17554.0
1590,新金都城市花园,75282.77777777778
1591,方家山公寓,21334.0
1592,方家弄,21602.0
1593,方家花苑,42522.0
1594,方正360空间大厦,16425.0
1595,方正荷塘月色,51230.77777777778
1596,方汇花苑,25796.833333333332
1597,於潜镇潜阳路306号,6112.0
1598,於潜镇青兰阁,8741.666666666666
1599,施家园花苑北区,15256.4
1600,施家园花苑南区,16042.666666666666
1601,施家花园,41914.8125
1602,日信国际DOUBLE时代,44775.666666666664
1603,日森大厦,34460.333333333336
1604,旭辉东原吴越府,20487.619047619046
1605,旭辉东原国滨府,41487.0
1606,旭辉中粮朗香郡,26417.32
1607,旭辉和昌都会山,80610.0
1608,旭辉宝龙东湖城,27040.0
1609,旭辉时代城,34098.692307692305
1610,旭辉滨江东方悦府,36507.555555555555
1611,旭辉珺悦府,40998.0
1612,旭辉运河悦章,30587.85714285714
1613,时代公寓,16690.0
1614,时代滨江悦,67030.0
1615,时代长岛之春,31933.166666666668
1616,昆仑华府,33899.82352941176
1617,昆仑天籁,36283.8
1618,昆仑府,47089.833333333336
1619,昆仑橡树园,64694.5
1620,昆盛肖邦,34573.625
1621,明华佳乐苑,13926.0
1622,明华名港城二期,29165.0
1623,明华明辉花园,21210.666666666668
1624,明华花园,22620.333333333332
1625,明怡花苑,33031.333333333336
1626,明意公寓,19190.0
1627,明月山庄,15449.0
1628,明朗花园,17918.5
1629,明桂苑,35995.5
1630,明江苑,25001.1
1631,明泰苑,19898.0
1632,明珠公寓,40039.0
1633,明真宫,42288.0
1634,易构大厦,15183.5
1635,易辰江南大院,32113.0
1636,星云,20838.0
1637,星光国际公馆,21989.367346938776
1638,星南站,22103.0
1639,星桥桂花城,25844.5
1640,星汇花园,24230.8128342246
1641,星汇荣邸,39187.53333333333
1642,星河明苑,43348.8
1643,星河景庭公寓,32256.75
1644,星洲花园万黛兰居,84711.44444444444
1645,星洲花园圣陶沙韵,99242.0
1646,星洲花园格兰馨庐,75205.25
1647,星洲花园红树林,68826.75
1648,星洲花园花柏美舍,81595.0
1649,星海云庭,22562.8125
1650,星润大厦,22572.0
1651,星港9月,19705.0
1652,星火南路1号,22539.0
1653,星火小区,21143.0
1654,星耀中心,49811.529411764706
1655,星耀城,39489.75
1656,星耀星澜之城,48662.96
1657,星育佳园,18781.75
1658,星运丽园,26388.571428571428
1659,星运丽园兰逸,29879.0
1660,星都嘉苑,44136.57142857143
1661,星都家园,19020.0
1662,星都花园(萧山),31594.0
1663,星雅嘉园逸品苑,20156.714285714286
1664,星雅嘉园逸景苑,21459.0
1665,春丰苑,46278.0
1666,春南社区,23091.0
1667,春城大厦,14470.0
1668,春天,18901.4
1669,春天华府(临天路),22580.608695652172
1670,春天学府,22747.70588235294
1671,春天花园,59503.86666666667
1672,春意江南名邸,19970.0
1673,春晖社区,23919.18181818182
1674,春江名苑,100542.0
1675,春江花园,25347.0
1676,春江花月,91008.18181818182
1677,春江香樟苑,17605.0625
1678,春波南苑,46056.5
1679,春波小区,46747.77777777778
1680,春风江南府,22952.0
1681,晨光绿苑北苑,26081.0
1682,晨光绿苑南苑,25037.0
1683,普金家园,36983.142857142855
1684,景上公寓,47889.0
1685,景丽华庭,15743.0
1686,景冉佳园,39655.44680851064
1687,景城花园,58070.5
1688,景悦家苑,16985.5
1689,景杉路,15790.0
1690,景杉路548号,10908.0
1691,景杉路571号,12766.0
1692,景杉路610号,12872.0
1693,景江城市花园,42155.5
1694,景江苑,43124.5
1695,景湖苑,73965.0
1696,景瑞原墅,82243.0
1697,景瑞天赋,97757.0
1698,景瑞御华府,34080.10526315789
1699,景瑞御蓝湾,32466.785714285714
1700,景瑞悦西台,78093.33333333333
1701,景瑞申花郡,58628.0
1702,景瑞阳光城法兰公园,25766.5
1703,景翠公寓,28141.8
1704,景致公寓,48533.0
1705,景芳一区,41015.53846153846
1706,景芳三区,41202.666666666664
1707,景芳东区,41371.5
1708,景芳二区,40325.28571428572
1709,景芳五区,42457.666666666664
1710,景芳六区,40475.0
1711,景芳四区,41560.454545454544
1712,景芳新五区,40690.269230769234
1713,景芳水湘苑,41660.6
1714,景苑公寓(江干),40151.71428571428
1715,景苑公寓(萧山),25522.0
1716,景雅苑,25762.333333333332
1717,晶典公寓,30837.666666666668
1718,晶晶大厦,38230.0
1719,智格新怡家园,26549.0
1720,曙光公寓,83108.0
1721,曙光嘉园,17726.0
1722,曙光新村,88542.83333333333
1723,曙光路123号,74770.0
1724,曙光路三弄,74200.0
1725,月光苑,14496.5
1726,月桂花园,95103.33333333333
1727,月雅苑,34729.25
1728,朗庭公馆,19112.25
1729,朗诗国际街区,29925.609375
1730,朗诗未来街区,29846.666666666668
1731,朗诗未来街区东园,30825.363636363636
1732,朗诗枫荟,15895.0
1733,朗诗田园绿郡,33678.0
1734,朗诗美丽洲,55404.5
1735,朗诗花漫里,34855.58823529412
1736,朗郡庭园,42224.88888888889
1737,望城,29775.0
1738,望月公寓,34649.4
1739,望梅路588号,10376.153846153846
1740,望江公寓,51119.0
1741,望江家园东园,56807.416666666664
1742,望江家园西园,51328.375
